Sexo	Provincias	Tasas	Periodo	Total
Hombres	43 Tarragona	Tasa de paro de la población	2011T2	17,98
Hombres	43 Tarragona	Tasa de paro de la población	2011T1	20,43
Hombres	43 Tarragona	Tasa de paro de la población	2010T4	20,28
Hombres	43 Tarragona	Tasa de paro de la población	2010T3	20,39
Hombres	43 Tarragona	Tasa de paro de la población	2010T2	20,36
Hombres	43 Tarragona	Tasa de paro de la población	2010T1	18,90
Hombres	43 Tarragona	Tasa de empleo de la población	2021T3	57,44
Hombres	43 Tarragona	Tasa de empleo de la población	2021T2	56,83
Hombres	43 Tarragona	Tasa de empleo de la población	2021T1	55,77
Hombres	43 Tarragona	Tasa de empleo de la población	2020T4	55,37
Hombres	43 Tarragona	Tasa de empleo de la población	2020T3	57,35
Hombres	43 Tarragona	Tasa de empleo de la población	2020T2	53,14
Hombres	43 Tarragona	Tasa de empleo de la población	2020T1	55,35
Hombres	43 Tarragona	Tasa de empleo de la población	2019T4	56,44
Hombres	43 Tarragona	Tasa de empleo de la población	2019T3	57,21
Hombres	43 Tarragona	Tasa de empleo de la población	2019T2	56,84
Hombres	43 Tarragona	Tasa de empleo de la población	2019T1	55,30
Hombres	43 Tarragona	Tasa de empleo de la población	2018T4	56,44
Hombres	43 Tarragona	Tasa de empleo de la población	2018T3	58,07
Hombres	43 Tarragona	Tasa de empleo de la población	2018T2	57,11
Hombres	43 Tarragona	Tasa de empleo de la población	2018T1	55,97
Hombres	43 Tarragona	Tasa de empleo de la población	2017T4	55,99
Hombres	43 Tarragona	Tasa de empleo de la población	2017T3	56,73
Hombres	43 Tarragona	Tasa de empleo de la población	2017T2	56,55
Hombres	43 Tarragona	Tasa de empleo de la población	2017T1	52,05
Hombres	43 Tarragona	Tasa de empleo de la población	2016T4	54,04
Hombres	43 Tarragona	Tasa de empleo de la población	2016T3	54,71
Hombres	43 Tarragona	Tasa de empleo de la población	2016T2	54,99
Hombres	43 Tarragona	Tasa de empleo de la población	2016T1	54,03
Hombres	43 Tarragona	Tasa de empleo de la población	2015T4	54,06
Hombres	43 Tarragona	Tasa de empleo de la población	2015T3	55,41
Hombres	43 Tarragona	Tasa de empleo de la población	2015T2	53,79
Hombres	43 Tarragona	Tasa de empleo de la población	2015T1	53,60
Hombres	43 Tarragona	Tasa de empleo de la población	2014T4	51,61
Hombres	43 Tarragona	Tasa de empleo de la población	2014T3	54,77
Hombres	43 Tarragona	Tasa de empleo de la población	2014T2	51,93
Hombres	43 Tarragona	Tasa de empleo de la población	2014T1	50,63
Hombres	43 Tarragona	Tasa de empleo de la población	2013T4	51,76
Hombres	43 Tarragona	Tasa de empleo de la población	2013T3	52,52
Hombres	43 Tarragona	Tasa de empleo de la población	2013T2	51,50
Hombres	43 Tarragona	Tasa de empleo de la población	2013T1	48,51
Hombres	43 Tarragona	Tasa de empleo de la población	2012T4	51,08
Hombres	43 Tarragona	Tasa de empleo de la población	2012T3	53,91
Hombres	43 Tarragona	Tasa de empleo de la población	2012T2	54,65
Hombres	43 Tarragona	Tasa de empleo de la población	2012T1	52,71
Hombres	43 Tarragona	Tasa de empleo de la población	2011T4	55,09
Hombres	43 Tarragona	Tasa de empleo de la población	2011T3	56,66
Hombres	43 Tarragona	Tasa de empleo de la población	2011T2	57,25
Hombres	43 Tarragona	Tasa de empleo de la población	2011T1	56,23
Hombres	43 Tarragona	Tasa de empleo de la población	2010T4	56,08
Hombres	43 Tarragona	Tasa de empleo de la población	2010T3	57,82
Hombres	43 Tarragona	Tasa de empleo de la población	2010T2	55,06
Hombres	43 Tarragona	Tasa de empleo de la población	2010T1	54,56
Hombres	44 Teruel	Tasa de actividad	2021T3	61,44
Hombres	44 Teruel	Tasa de actividad	2021T2	60,67
Hombres	44 Teruel	Tasa de actividad	2021T1	58,34
Hombres	44 Teruel	Tasa de actividad	2020T4	59,34
Hombres	44 Teruel	Tasa de actividad	2020T3	61,27
Hombres	44 Teruel	Tasa de actividad	2020T2	61,08
Hombres	44 Teruel	Tasa de actividad	2020T1	61,23
Hombres	44 Teruel	Tasa de actividad	2019T4	63,61
Hombres	44 Teruel	Tasa de actividad	2019T3	61,80
Hombres	44 Teruel	Tasa de actividad	2019T2	62,03
Hombres	44 Teruel	Tasa de actividad	2019T1	62,69
Hombres	44 Teruel	Tasa de actividad	2018T4	63,54
Hombres	44 Teruel	Tasa de actividad	2018T3	63,34
Hombres	44 Teruel	Tasa de actividad	2018T2	62,85
Hombres	44 Teruel	Tasa de actividad	2018T1	61,58
Hombres	44 Teruel	Tasa de actividad	2017T4	61,42
Hombres	44 Teruel	Tasa de actividad	2017T3	63,77
Hombres	44 Teruel	Tasa de actividad	2017T2	60,84
Hombres	44 Teruel	Tasa de actividad	2017T1	60,60
Hombres	44 Teruel	Tasa de actividad	2016T4	62,39
Hombres	44 Teruel	Tasa de actividad	2016T3	62,25
Hombres	44 Teruel	Tasa de actividad	2016T2	60,65
Hombres	44 Teruel	Tasa de actividad	2016T1	62,08
Hombres	44 Teruel	Tasa de actividad	2015T4	62,76
Hombres	44 Teruel	Tasa de actividad	2015T3	61,37
Hombres	44 Teruel	Tasa de actividad	2015T2	63,42
Hombres	44 Teruel	Tasa de actividad	2015T1	62,52
Hombres	44 Teruel	Tasa de actividad	2014T4	63,31
Hombres	44 Teruel	Tasa de actividad	2014T3	61,52
Hombres	44 Teruel	Tasa de actividad	2014T2	60,42
Hombres	44 Teruel	Tasa de actividad	2014T1	60,51
Hombres	44 Teruel	Tasa de actividad	2013T4	61,79
Hombres	44 Teruel	Tasa de actividad	2013T3	61,64
Hombres	44 Teruel	Tasa de actividad	2013T2	61,51
Hombres	44 Teruel	Tasa de actividad	2013T1	61,79
Hombres	44 Teruel	Tasa de actividad	2012T4	64,59
Hombres	44 Teruel	Tasa de actividad	2012T3	63,30
Hombres	44 Teruel	Tasa de actividad	2012T2	61,80
Hombres	44 Teruel	Tasa de actividad	2012T1	61,33
Hombres	44 Teruel	Tasa de actividad	2011T4	61,75
Hombres	44 Teruel	Tasa de actividad	2011T3	60,34
Hombres	44 Teruel	Tasa de actividad	2011T2	60,98
Hombres	44 Teruel	Tasa de actividad	2011T1	61,17
Hombres	44 Teruel	Tasa de actividad	2010T4	59,85
Hombres	44 Teruel	Tasa de actividad	2010T3	59,95
Hombres	44 Teruel	Tasa de actividad	2010T2	61,16
Hombres	44 Teruel	Tasa de actividad	2010T1	62,19
Hombres	44 Teruel	Tasa de paro de la población	2021T3	5,80
Hombres	44 Teruel	Tasa de paro de la población	2021T2	6,80
Hombres	44 Teruel	Tasa de paro de la población	2021T1	9,02
Hombres	44 Teruel	Tasa de paro de la población	2020T4	8,25
Hombres	44 Teruel	Tasa de paro de la población	2020T3	10,78
Hombres	44 Teruel	Tasa de paro de la población	2020T2	11,11
Hombres	44 Teruel	Tasa de paro de la población	2020T1	9,30
Hombres	44 Teruel	Tasa de paro de la población	2019T4	8,20
Hombres	44 Teruel	Tasa de paro de la población	2019T3	5,88
Hombres	44 Teruel	Tasa de paro de la población	2019T2	7,68
Hombres	44 Teruel	Tasa de paro de la población	2019T1	11,49
Hombres	44 Teruel	Tasa de paro de la población	2018T4	9,18
Hombres	44 Teruel	Tasa de paro de la población	2018T3	6,52
Hombres	44 Teruel	Tasa de paro de la población	2018T2	7,91
Hombres	44 Teruel	Tasa de paro de la población	2018T1	7,99
Hombres	44 Teruel	Tasa de paro de la población	2017T4	9,22
Hombres	44 Teruel	Tasa de paro de la población	2017T3	8,06
Hombres	44 Teruel	Tasa de paro de la población	2017T2	8,74
Hombres	44 Teruel	Tasa de paro de la población	2017T1	9,91
Hombres	44 Teruel	Tasa de paro de la población	2016T4	8,84
Hombres	44 Teruel	Tasa de paro de la población	2016T3	8,12
Hombres	44 Teruel	Tasa de paro de la población	2016T2	11,41
Hombres	44 Teruel	Tasa de paro de la población	2016T1	11,18
Hombres	44 Teruel	Tasa de paro de la población	2015T4	8,92
Hombres	44 Teruel	Tasa de paro de la población	2015T3	12,81
Hombres	44 Teruel	Tasa de paro de la población	2015T2	14,90
Hombres	44 Teruel	Tasa de paro de la población	2015T1	17,83
Hombres	44 Teruel	Tasa de paro de la población	2014T4	17,07
Hombres	44 Teruel	Tasa de paro de la población	2014T3	17,28
Hombres	44 Teruel	Tasa de paro de la población	2014T2	18,76
Hombres	44 Teruel	Tasa de paro de la población	2014T1	17,88
Hombres	44 Teruel	Tasa de paro de la población	2013T4	18,23
Hombres	44 Teruel	Tasa de paro de la población	2013T3	20,87
Hombres	44 Teruel	Tasa de paro de la población	2013T2	17,58
Hombres	44 Teruel	Tasa de paro de la población	2013T1	17,46
Hombres	44 Teruel	Tasa de paro de la población	2012T4	11,42
Hombres	44 Teruel	Tasa de paro de la población	2012T3	14,46
Hombres	44 Teruel	Tasa de paro de la población	2012T2	14,70
Hombres	44 Teruel	Tasa de paro de la población	2012T1	14,78
Hombres	44 Teruel	Tasa de paro de la población	2011T4	15,03
Hombres	44 Teruel	Tasa de paro de la población	2011T3	12,81
Hombres	44 Teruel	Tasa de paro de la población	2011T2	13,22
Hombres	44 Teruel	Tasa de paro de la población	2011T1	12,92
Hombres	44 Teruel	Tasa de paro de la población	2010T4	13,54
Hombres	44 Teruel	Tasa de paro de la población	2010T3	12,79
Hombres	44 Teruel	Tasa de paro de la población	2010T2	10,77
Hombres	44 Teruel	Tasa de paro de la población	2010T1	11,18
Hombres	44 Teruel	Tasa de empleo de la población	2021T3	57,88
Hombres	44 Teruel	Tasa de empleo de la población	2021T2	56,54
Hombres	44 Teruel	Tasa de empleo de la población	2021T1	53,08
Hombres	44 Teruel	Tasa de empleo de la población	2020T4	54,45
Hombres	44 Teruel	Tasa de empleo de la población	2020T3	54,67
Hombres	44 Teruel	Tasa de empleo de la población	2020T2	54,29
Hombres	44 Teruel	Tasa de empleo de la población	2020T1	55,53
Hombres	44 Teruel	Tasa de empleo de la población	2019T4	58,39
Hombres	44 Teruel	Tasa de empleo de la población	2019T3	58,17
Hombres	44 Teruel	Tasa de empleo de la población	2019T2	57,26
Hombres	44 Teruel	Tasa de empleo de la población	2019T1	55,48
Hombres	44 Teruel	Tasa de empleo de la población	2018T4	57,71
Hombres	44 Teruel	Tasa de empleo de la población	2018T3	59,21
Hombres	44 Teruel	Tasa de empleo de la población	2018T2	57,88
Hombres	44 Teruel	Tasa de empleo de la población	2018T1	56,66
Hombres	44 Teruel	Tasa de empleo de la población	2017T4	55,76
Hombres	44 Teruel	Tasa de empleo de la población	2017T3	58,62
Hombres	44 Teruel	Tasa de empleo de la población	2017T2	55,53
Hombres	44 Teruel	Tasa de empleo de la población	2017T1	54,60
Hombres	44 Teruel	Tasa de empleo de la población	2016T4	56,88
Hombres	44 Teruel	Tasa de empleo de la población	2016T3	57,20
Hombres	44 Teruel	Tasa de empleo de la población	2016T2	53,73
Hombres	44 Teruel	Tasa de empleo de la población	2016T1	55,14
Hombres	44 Teruel	Tasa de empleo de la población	2015T4	57,17
Hombres	44 Teruel	Tasa de empleo de la población	2015T3	53,51
Hombres	44 Teruel	Tasa de empleo de la población	2015T2	53,97
Hombres	44 Teruel	Tasa de empleo de la población	2015T1	51,37
Hombres	44 Teruel	Tasa de empleo de la población	2014T4	52,50
Hombres	44 Teruel	Tasa de empleo de la población	2014T3	50,89
Hombres	44 Teruel	Tasa de empleo de la población	2014T2	49,09
Hombres	44 Teruel	Tasa de empleo de la población	2014T1	49,70
Hombres	44 Teruel	Tasa de empleo de la población	2013T4	50,52
Hombres	44 Teruel	Tasa de empleo de la población	2013T3	48,78
Hombres	44 Teruel	Tasa de empleo de la población	2013T2	50,69
Hombres	44 Teruel	Tasa de empleo de la población	2013T1	51,00
Hombres	44 Teruel	Tasa de empleo de la población	2012T4	57,21
Hombres	44 Teruel	Tasa de empleo de la población	2012T3	54,15
Hombres	44 Teruel	Tasa de empleo de la población	2012T2	52,71
Hombres	44 Teruel	Tasa de empleo de la población	2012T1	52,27
Hombres	44 Teruel	Tasa de empleo de la población	2011T4	52,47
Hombres	44 Teruel	Tasa de empleo de la población	2011T3	52,62
Hombres	44 Teruel	Tasa de empleo de la población	2011T2	52,92
Hombres	44 Teruel	Tasa de empleo de la población	2011T1	53,26
Hombres	44 Teruel	Tasa de empleo de la población	2010T4	51,75
Hombres	44 Teruel	Tasa de empleo de la población	2010T3	52,29
Hombres	44 Teruel	Tasa de empleo de la población	2010T2	54,57
Hombres	44 Teruel	Tasa de empleo de la población	2010T1	55,24
Hombres	45 Toledo	Tasa de actividad	2021T3	69,72
Hombres	45 Toledo	Tasa de actividad	2021T2	69,31
Hombres	45 Toledo	Tasa de actividad	2021T1	66,30
Hombres	45 Toledo	Tasa de actividad	2020T4	67,41
Hombres	45 Toledo	Tasa de actividad	2020T3	67,11
Hombres	45 Toledo	Tasa de actividad	2020T2	64,12
Hombres	45 Toledo	Tasa de actividad	2020T1	65,68
Hombres	45 Toledo	Tasa de actividad	2019T4	66,83
Hombres	45 Toledo	Tasa de actividad	2019T3	66,49
Hombres	45 Toledo	Tasa de actividad	2019T2	65,75
Hombres	45 Toledo	Tasa de actividad	2019T1	65,90
Hombres	45 Toledo	Tasa de actividad	2018T4	66,15
Hombres	45 Toledo	Tasa de actividad	2018T3	67,11
Hombres	45 Toledo	Tasa de actividad	2018T2	66,97
Hombres	45 Toledo	Tasa de actividad	2018T1	67,03
Hombres	45 Toledo	Tasa de actividad	2017T4	69,13
Hombres	45 Toledo	Tasa de actividad	2017T3	67,61
Hombres	45 Toledo	Tasa de actividad	2017T2	67,98
Hombres	45 Toledo	Tasa de actividad	2017T1	68,94
Hombres	45 Toledo	Tasa de actividad	2016T4	68,53
Hombres	45 Toledo	Tasa de actividad	2016T3	67,84
Hombres	45 Toledo	Tasa de actividad	2016T2	67,15
Hombres	45 Toledo	Tasa de actividad	2016T1	68,44
Hombres	45 Toledo	Tasa de actividad	2015T4	67,84
Hombres	45 Toledo	Tasa de actividad	2015T3	68,57
Hombres	45 Toledo	Tasa de actividad	2015T2	68,80
Hombres	45 Toledo	Tasa de actividad	2015T1	70,26
Hombres	45 Toledo	Tasa de actividad	2014T4	68,74
Hombres	45 Toledo	Tasa de actividad	2014T3	69,32
Hombres	45 Toledo	Tasa de actividad	2014T2	69,24
Hombres	45 Toledo	Tasa de actividad	2014T1	70,73
Hombres	45 Toledo	Tasa de actividad	2013T4	71,49
Hombres	45 Toledo	Tasa de actividad	2013T3	70,76
Hombres	45 Toledo	Tasa de actividad	2013T2	71,54
Hombres	45 Toledo	Tasa de actividad	2013T1	70,45
Hombres	45 Toledo	Tasa de actividad	2012T4	70,75
Hombres	45 Toledo	Tasa de actividad	2012T3	69,42
Hombres	45 Toledo	Tasa de actividad	2012T2	69,65
Hombres	45 Toledo	Tasa de actividad	2012T1	70,94
Hombres	45 Toledo	Tasa de actividad	2011T4	71,28
Hombres	45 Toledo	Tasa de actividad	2011T3	72,28
Hombres	45 Toledo	Tasa de actividad	2011T2	70,53
Hombres	45 Toledo	Tasa de actividad	2011T1	71,36
Hombres	45 Toledo	Tasa de actividad	2010T4	69,99
Hombres	45 Toledo	Tasa de actividad	2010T3	69,00
Hombres	45 Toledo	Tasa de actividad	2010T2	69,57
Hombres	45 Toledo	Tasa de actividad	2010T1	69,70
Hombres	45 Toledo	Tasa de paro de la población	2021T3	13,63
Hombres	45 Toledo	Tasa de paro de la población	2021T2	13,15
Hombres	45 Toledo	Tasa de paro de la población	2021T1	10,92
Hombres	45 Toledo	Tasa de paro de la población	2020T4	13,90
Hombres	45 Toledo	Tasa de paro de la población	2020T3	15,92
Hombres	45 Toledo	Tasa de paro de la población	2020T2	14,85
Hombres	45 Toledo	Tasa de paro de la población	2020T1	12,39
Hombres	45 Toledo	Tasa de paro de la población	2019T4	12,66
Hombres	45 Toledo	Tasa de paro de la población	2019T3	13,01
Hombres	45 Toledo	Tasa de paro de la población	2019T2	13,23
Hombres	45 Toledo	Tasa de paro de la población	2019T1	11,81
Hombres	45 Toledo	Tasa de paro de la población	2018T4	11,90
Hombres	45 Toledo	Tasa de paro de la población	2018T3	12,56
Hombres	45 Toledo	Tasa de paro de la población	2018T2	13,17
Hombres	45 Toledo	Tasa de paro de la población	2018T1	15,47
Hombres	45 Toledo	Tasa de paro de la población	2017T4	14,95
Hombres	45 Toledo	Tasa de paro de la población	2017T3	14,07
Hombres	45 Toledo	Tasa de paro de la población	2017T2	17,52
Hombres	45 Toledo	Tasa de paro de la población	2017T1	17,84
Hombres	45 Toledo	Tasa de paro de la población	2016T4	18,74
Hombres	45 Toledo	Tasa de paro de la población	2016T3	20,22
Hombres	45 Toledo	Tasa de paro de la población	2016T2	20,90
Hombres	45 Toledo	Tasa de paro de la población	2016T1	23,44
Hombres	45 Toledo	Tasa de paro de la población	2015T4	23,62
Hombres	45 Toledo	Tasa de paro de la población	2015T3	20,93
Hombres	45 Toledo	Tasa de paro de la población	2015T2	23,11
Hombres	45 Toledo	Tasa de paro de la población	2015T1	24,75
Hombres	45 Toledo	Tasa de paro de la población	2014T4	22,77
Hombres	45 Toledo	Tasa de paro de la población	2014T3	22,75
Hombres	45 Toledo	Tasa de paro de la población	2014T2	24,56
Hombres	45 Toledo	Tasa de paro de la población	2014T1	29,27
Hombres	45 Toledo	Tasa de paro de la población	2013T4	30,82
Hombres	45 Toledo	Tasa de paro de la población	2013T3	30,70
Hombres	45 Toledo	Tasa de paro de la población	2013T2	30,69
Hombres	45 Toledo	Tasa de paro de la población	2013T1	29,89
Hombres	45 Toledo	Tasa de paro de la población	2012T4	27,12
Hombres	45 Toledo	Tasa de paro de la población	2012T3	26,09
Hombres	45 Toledo	Tasa de paro de la población	2012T2	25,44
Hombres	45 Toledo	Tasa de paro de la población	2012T1	25,43
Hombres	45 Toledo	Tasa de paro de la población	2011T4	22,43
Hombres	45 Toledo	Tasa de paro de la población	2011T3	19,92
Hombres	45 Toledo	Tasa de paro de la población	2011T2	22,55
Hombres	45 Toledo	Tasa de paro de la población	2011T1	20,97
Hombres	45 Toledo	Tasa de paro de la población	2010T4	20,18
Hombres	45 Toledo	Tasa de paro de la población	2010T3	18,21
Hombres	45 Toledo	Tasa de paro de la población	2010T2	20,82
Hombres	45 Toledo	Tasa de paro de la población	2010T1	19,23
Hombres	45 Toledo	Tasa de empleo de la población	2021T3	60,22
Hombres	45 Toledo	Tasa de empleo de la población	2021T2	60,20
Hombres	45 Toledo	Tasa de empleo de la población	2021T1	59,06
Hombres	45 Toledo	Tasa de empleo de la población	2020T4	58,04
Hombres	45 Toledo	Tasa de empleo de la población	2020T3	56,42
Hombres	45 Toledo	Tasa de empleo de la población	2020T2	54,60
Hombres	45 Toledo	Tasa de empleo de la población	2020T1	57,55
Hombres	45 Toledo	Tasa de empleo de la población	2019T4	58,37
Hombres	45 Toledo	Tasa de empleo de la población	2019T3	57,84
Hombres	45 Toledo	Tasa de empleo de la población	2019T2	57,05
Hombres	45 Toledo	Tasa de empleo de la población	2019T1	58,12
Hombres	45 Toledo	Tasa de empleo de la población	2018T4	58,28
Hombres	45 Toledo	Tasa de empleo de la población	2018T3	58,69
Hombres	45 Toledo	Tasa de empleo de la población	2018T2	58,14
Hombres	45 Toledo	Tasa de empleo de la población	2018T1	56,66
Hombres	45 Toledo	Tasa de empleo de la población	2017T4	58,80
Hombres	45 Toledo	Tasa de empleo de la población	2017T3	58,10
Hombres	45 Toledo	Tasa de empleo de la población	2017T2	56,07
Hombres	45 Toledo	Tasa de empleo de la población	2017T1	56,65
Hombres	45 Toledo	Tasa de empleo de la población	2016T4	55,68
Hombres	45 Toledo	Tasa de empleo de la población	2016T3	54,12
Hombres	45 Toledo	Tasa de empleo de la población	2016T2	53,12
Hombres	45 Toledo	Tasa de empleo de la población	2016T1	52,40
Hombres	45 Toledo	Tasa de empleo de la población	2015T4	51,82
Hombres	45 Toledo	Tasa de empleo de la población	2015T3	54,22
Hombres	45 Toledo	Tasa de empleo de la población	2015T2	52,90
Hombres	45 Toledo	Tasa de empleo de la población	2015T1	52,87
Hombres	45 Toledo	Tasa de empleo de la población	2014T4	53,09
Hombres	45 Toledo	Tasa de empleo de la población	2014T3	53,55
Hombres	45 Toledo	Tasa de empleo de la población	2014T2	52,23
Hombres	45 Toledo	Tasa de empleo de la población	2014T1	50,03
Hombres	45 Toledo	Tasa de empleo de la población	2013T4	49,46
Hombres	45 Toledo	Tasa de empleo de la población	2013T3	49,04
Hombres	45 Toledo	Tasa de empleo de la población	2013T2	49,58
Hombres	45 Toledo	Tasa de empleo de la población	2013T1	49,40
Hombres	45 Toledo	Tasa de empleo de la población	2012T4	51,56
Hombres	45 Toledo	Tasa de empleo de la población	2012T3	51,31
Hombres	45 Toledo	Tasa de empleo de la población	2012T2	51,93
Hombres	45 Toledo	Tasa de empleo de la población	2012T1	52,90
Hombres	45 Toledo	Tasa de empleo de la población	2011T4	55,29
Hombres	45 Toledo	Tasa de empleo de la población	2011T3	57,88
Hombres	45 Toledo	Tasa de empleo de la población	2011T2	54,63
Hombres	45 Toledo	Tasa de empleo de la población	2011T1	56,40
Hombres	45 Toledo	Tasa de empleo de la población	2010T4	55,87
Hombres	45 Toledo	Tasa de empleo de la población	2010T3	56,44
Hombres	45 Toledo	Tasa de empleo de la población	2010T2	55,08
Hombres	45 Toledo	Tasa de empleo de la población	2010T1	56,30
Hombres	46 Valencia/València	Tasa de actividad	2021T3	64,99
Hombres	46 Valencia/València	Tasa de actividad	2021T2	65,28
Hombres	46 Valencia/València	Tasa de actividad	2021T1	62,30
Hombres	46 Valencia/València	Tasa de actividad	2020T4	62,68
Hombres	46 Valencia/València	Tasa de actividad	2020T3	63,98
Hombres	46 Valencia/València	Tasa de actividad	2020T2	61,99
Hombres	46 Valencia/València	Tasa de actividad	2020T1	64,41
Hombres	46 Valencia/València	Tasa de actividad	2019T4	64,32
Hombres	46 Valencia/València	Tasa de actividad	2019T3	65,18
Hombres	46 Valencia/València	Tasa de actividad	2019T2	65,17
Hombres	46 Valencia/València	Tasa de actividad	2019T1	64,74
Hombres	46 Valencia/València	Tasa de actividad	2018T4	65,68
Hombres	46 Valencia/València	Tasa de actividad	2018T3	66,20
Hombres	46 Valencia/València	Tasa de actividad	2018T2	66,80
Hombres	46 Valencia/València	Tasa de actividad	2018T1	65,33
Hombres	46 Valencia/València	Tasa de actividad	2017T4	66,52
Hombres	46 Valencia/València	Tasa de actividad	2017T3	67,71
Hombres	46 Valencia/València	Tasa de actividad	2017T2	65,78
Hombres	46 Valencia/València	Tasa de actividad	2017T1	65,88
Hombres	46 Valencia/València	Tasa de actividad	2016T4	65,94
Hombres	46 Valencia/València	Tasa de actividad	2016T3	65,55
Hombres	46 Valencia/València	Tasa de actividad	2016T2	64,94
Hombres	46 Valencia/València	Tasa de actividad	2016T1	66,74
Hombres	46 Valencia/València	Tasa de actividad	2015T4	66,33
Hombres	46 Valencia/València	Tasa de actividad	2015T3	66,24
Hombres	46 Valencia/València	Tasa de actividad	2015T2	65,39
Hombres	46 Valencia/València	Tasa de actividad	2015T1	66,03
Hombres	46 Valencia/València	Tasa de actividad	2014T4	66,67
Hombres	46 Valencia/València	Tasa de actividad	2014T3	66,18
Hombres	46 Valencia/València	Tasa de actividad	2014T2	67,59
Hombres	46 Valencia/València	Tasa de actividad	2014T1	66,55
Hombres	46 Valencia/València	Tasa de actividad	2013T4	66,77
Hombres	46 Valencia/València	Tasa de actividad	2013T3	66,33
Hombres	46 Valencia/València	Tasa de actividad	2013T2	66,45
Hombres	46 Valencia/València	Tasa de actividad	2013T1	68,08
Hombres	46 Valencia/València	Tasa de actividad	2012T4	67,41
Hombres	46 Valencia/València	Tasa de actividad	2012T3	67,30
Hombres	46 Valencia/València	Tasa de actividad	2012T2	66,06
Hombres	46 Valencia/València	Tasa de actividad	2012T1	66,83
Hombres	46 Valencia/València	Tasa de actividad	2011T4	67,39
Hombres	46 Valencia/València	Tasa de actividad	2011T3	67,44
Hombres	46 Valencia/València	Tasa de actividad	2011T2	68,04
Hombres	46 Valencia/València	Tasa de actividad	2011T1	67,87
Hombres	46 Valencia/València	Tasa de actividad	2010T4	68,62
Hombres	46 Valencia/València	Tasa de actividad	2010T3	68,16
Hombres	46 Valencia/València	Tasa de actividad	2010T2	69,48
Hombres	46 Valencia/València	Tasa de actividad	2010T1	69,31
Hombres	46 Valencia/València	Tasa de paro de la población	2021T3	13,33
Hombres	46 Valencia/València	Tasa de paro de la población	2021T2	14,15
Hombres	46 Valencia/València	Tasa de paro de la población	2021T1	13,26
Hombres	46 Valencia/València	Tasa de paro de la población	2020T4	12,90
Hombres	46 Valencia/València	Tasa de paro de la población	2020T3	14,12
Hombres	46 Valencia/València	Tasa de paro de la población	2020T2	14,26
Hombres	46 Valencia/València	Tasa de paro de la población	2020T1	12,68
Hombres	46 Valencia/València	Tasa de paro de la población	2019T4	10,96
Hombres	46 Valencia/València	Tasa de paro de la población	2019T3	12,83
Hombres	46 Valencia/València	Tasa de paro de la población	2019T2	12,03
Hombres	46 Valencia/València	Tasa de paro de la población	2019T1	10,69
Hombres	46 Valencia/València	Tasa de paro de la población	2018T4	10,66
Hombres	46 Valencia/València	Tasa de paro de la población	2018T3	13,34
Hombres	46 Valencia/València	Tasa de paro de la población	2018T2	13,68
Hombres	46 Valencia/València	Tasa de paro de la población	2018T1	15,31
Hombres	46 Valencia/València	Tasa de paro de la población	2017T4	14,22
Hombres	46 Valencia/València	Tasa de paro de la población	2017T3	18,01
Hombres	46 Valencia/València	Tasa de paro de la población	2017T2	16,89
Hombres	46 Valencia/València	Tasa de paro de la población	2017T1	18,38
Hombres	46 Valencia/València	Tasa de paro de la población	2016T4	18,05
Hombres	46 Valencia/València	Tasa de paro de la población	2016T3	19,50
Hombres	46 Valencia/València	Tasa de paro de la población	2016T2	18,49
Hombres	46 Valencia/València	Tasa de paro de la población	2016T1	20,43
Hombres	46 Valencia/València	Tasa de paro de la población	2015T4	19,70
Hombres	46 Valencia/València	Tasa de paro de la población	2015T3	21,05
Hombres	46 Valencia/València	Tasa de paro de la población	2015T2	21,96
Hombres	46 Valencia/València	Tasa de paro de la población	2015T1	21,10
Hombres	46 Valencia/València	Tasa de paro de la población	2014T4	21,42
Hombres	46 Valencia/València	Tasa de paro de la población	2014T3	26,00
Hombres	46 Valencia/València	Tasa de paro de la población	2014T2	25,63
Hombres	46 Valencia/València	Tasa de paro de la población	2014T1	27,45
Hombres	46 Valencia/València	Tasa de paro de la población	2013T4	25,94
Hombres	46 Valencia/València	Tasa de paro de la población	2013T3	29,61
Hombres	46 Valencia/València	Tasa de paro de la población	2013T2	29,16
Hombres	46 Valencia/València	Tasa de paro de la población	2013T1	27,70
Hombres	46 Valencia/València	Tasa de paro de la población	2012T4	28,18
Hombres	46 Valencia/València	Tasa de paro de la población	2012T3	28,41
Hombres	46 Valencia/València	Tasa de paro de la población	2012T2	27,26
Hombres	46 Valencia/València	Tasa de paro de la población	2012T1	25,77
Hombres	46 Valencia/València	Tasa de paro de la población	2011T4	24,15
Hombres	46 Valencia/València	Tasa de paro de la población	2011T3	24,39
Hombres	46 Valencia/València	Tasa de paro de la población	2011T2	21,40
Hombres	46 Valencia/València	Tasa de paro de la población	2011T1	21,95
Hombres	46 Valencia/València	Tasa de paro de la población	2010T4	20,36
Hombres	46 Valencia/València	Tasa de paro de la población	2010T3	22,07
Hombres	46 Valencia/València	Tasa de paro de la población	2010T2	22,40
Hombres	46 Valencia/València	Tasa de paro de la población	2010T1	22,22
Hombres	46 Valencia/València	Tasa de empleo de la población	2021T3	56,33
Hombres	46 Valencia/València	Tasa de empleo de la población	2021T2	56,04
Hombres	46 Valencia/València	Tasa de empleo de la población	2021T1	54,04
Hombres	46 Valencia/València	Tasa de empleo de la población	2020T4	54,60
