,Sexo,codPr,Provincias,Periodo,Year,Trimestre,mes,date,actividad,empleo,paro
1761,Hombres,26,La Rioja,2016T1,2016,1,3,2016-03-25,66.2,56.75,14.28
1793,Hombres,37,Salamanca,2019T4,2019,4,12,2019-12-25,60.5,54.18,10.45
1794,Hombres,37,Salamanca,2019T3,2019,3,9,2019-09-25,60.02,52.51,12.51
1795,Hombres,37,Salamanca,2019T2,2019,2,6,2019-06-25,61.91,54.17,12.49
1796,Hombres,37,Salamanca,2019T1,2019,1,3,2019-03-25,61.16,54.41,11.03
1797,Hombres,37,Salamanca,2018T4,2018,4,12,2018-12-25,61.72,54.67,11.42
1798,Hombres,37,Salamanca,2018T3,2018,3,9,2018-09-25,62.31,54.75,12.13
1799,Hombres,37,Salamanca,2018T2,2018,2,6,2018-06-25,61.5,54.62,11.19
1800,Hombres,37,Salamanca,2018T1,2018,1,3,2018-03-25,60.73,53.36,12.15
1801,Hombres,37,Salamanca,2017T4,2017,4,12,2017-12-25,60.69,54.44,10.3
1802,Hombres,37,Salamanca,2017T3,2017,3,9,2017-09-25,59.69,53.78,9.9
1803,Hombres,37,Salamanca,2017T2,2017,2,6,2017-06-25,58.89,50.02,15.07
1804,Hombres,37,Salamanca,2017T1,2017,1,3,2017-03-25,57.59,48.79,15.29
1805,Hombres,37,Salamanca,2016T4,2016,4,12,2016-12-25,58.7,49.45,15.76
1806,Hombres,37,Salamanca,2016T3,2016,3,9,2016-09-25,59.78,51.92,13.16
1807,Hombres,37,Salamanca,2016T2,2016,2,6,2016-06-25,59.27,50.29,15.15
1808,Hombres,37,Salamanca,2016T1,2016,1,3,2016-03-25,59.75,50.51,15.46
1840,Hombres,38,Santa Cruz de Tenerife,2019T4,2019,4,12,2019-12-25,65.38,54.25,17.03
1841,Hombres,38,Santa Cruz de Tenerife,2019T3,2019,3,9,2019-09-25,65.64,53.82,18.0
1842,Hombres,38,Santa Cruz de Tenerife,2019T2,2019,2,6,2019-06-25,66.53,54.31,18.36
1843,Hombres,38,Santa Cruz de Tenerife,2019T1,2019,1,3,2019-03-25,65.83,54.69,16.92
1844,Hombres,38,Santa Cruz de Tenerife,2018T4,2018,4,12,2018-12-25,66.78,54.73,18.04
1845,Hombres,38,Santa Cruz de Tenerife,2018T3,2018,3,9,2018-09-25,65.0,52.96,18.53
1846,Hombres,38,Santa Cruz de Tenerife,2018T2,2018,2,6,2018-06-25,64.37,52.71,18.12
1847,Hombres,38,Santa Cruz de Tenerife,2018T1,2018,1,3,2018-03-25,64.98,52.64,19.0
1848,Hombres,38,Santa Cruz de Tenerife,2017T4,2017,4,12,2017-12-25,64.46,51.6,19.95
1849,Hombres,38,Santa Cruz de Tenerife,2017T3,2017,3,9,2017-09-25,62.98,52.2,17.12
1850,Hombres,38,Santa Cruz de Tenerife,2017T2,2017,2,6,2017-06-25,63.05,50.32,20.18
1851,Hombres,38,Santa Cruz de Tenerife,2017T1,2017,1,3,2017-03-25,63.91,49.78,22.11
1852,Hombres,38,Santa Cruz de Tenerife,2016T4,2016,4,12,2016-12-25,66.65,50.95,23.55
1853,Hombres,38,Santa Cruz de Tenerife,2016T3,2016,3,9,2016-09-25,65.77,49.87,24.18
1854,Hombres,38,Santa Cruz de Tenerife,2016T2,2016,2,6,2016-06-25,66.16,48.74,26.34
1855,Hombres,38,Santa Cruz de Tenerife,2016T1,2016,1,3,2016-03-25,65.99,49.5,24.99
1887,Hombres,40,Segovia,2019T4,2019,4,12,2019-12-25,68.2,61.18,10.29
1888,Hombres,40,Segovia,2019T3,2019,3,9,2019-09-25,67.13,62.26,7.26
1889,Hombres,40,Segovia,2019T2,2019,2,6,2019-06-25,66.46,61.09,8.08
1890,Hombres,40,Segovia,2019T1,2019,1,3,2019-03-25,64.23,58.51,8.92
1891,Hombres,40,Segovia,2018T4,2018,4,12,2018-12-25,63.29,58.39,7.75
1892,Hombres,40,Segovia,2018T3,2018,3,9,2018-09-25,64.87,57.67,11.1
1893,Hombres,40,Segovia,2018T2,2018,2,6,2018-06-25,63.62,57.32,9.9
1894,Hombres,40,Segovia,2018T1,2018,1,3,2018-03-25,64.85,58.32,10.07
1895,Hombres,40,Segovia,2017T4,2017,4,12,2017-12-25,64.32,59.18,7.99
1896,Hombres,40,Segovia,2017T3,2017,3,9,2017-09-25,66.59,61.13,8.2
1897,Hombres,40,Segovia,2017T2,2017,2,6,2017-06-25,66.41,59.55,10.33
1898,Hombres,40,Segovia,2017T1,2017,1,3,2017-03-25,66.54,60.24,9.46
1899,Hombres,40,Segovia,2016T4,2016,4,12,2016-12-25,67.74,60.24,11.07
1900,Hombres,40,Segovia,2016T3,2016,3,9,2016-09-25,66.82,61.81,7.5
1901,Hombres,40,Segovia,2016T2,2016,2,6,2016-06-25,67.58,59.39,12.11
1902,Hombres,40,Segovia,2016T1,2016,1,3,2016-03-25,65.62,55.93,14.77
1934,Hombres,41,Sevilla,2019T4,2019,4,12,2019-12-25,65.25,52.5,19.53
1935,Hombres,41,Sevilla,2019T3,2019,3,9,2019-09-25,64.93,53.09,18.23
1936,Hombres,41,Sevilla,2019T2,2019,2,6,2019-06-25,64.87,52.92,18.43
1937,Hombres,41,Sevilla,2019T1,2019,1,3,2019-03-25,64.79,52.45,19.04
1938,Hombres,41,Sevilla,2018T4,2018,4,12,2018-12-25,65.97,54.34,17.63
1939,Hombres,41,Sevilla,2018T3,2018,3,9,2018-09-25,65.28,52.62,19.39
1940,Hombres,41,Sevilla,2018T2,2018,2,6,2018-06-25,65.03,52.29,19.59
1941,Hombres,41,Sevilla,2018T1,2018,1,3,2018-03-25,66.04,51.46,22.08
1942,Hombres,41,Sevilla,2017T4,2017,4,12,2017-12-25,65.02,51.91,20.15
1943,Hombres,41,Sevilla,2017T3,2017,3,9,2017-09-25,65.02,50.77,21.91
1944,Hombres,41,Sevilla,2017T2,2017,2,6,2017-06-25,64.66,49.69,23.16
1945,Hombres,41,Sevilla,2017T1,2017,1,3,2017-03-25,64.49,49.01,24.0
1946,Hombres,41,Sevilla,2016T4,2016,4,12,2016-12-25,64.81,48.71,24.84
1947,Hombres,41,Sevilla,2016T3,2016,3,9,2016-09-25,64.09,47.67,25.62
1948,Hombres,41,Sevilla,2016T2,2016,2,6,2016-06-25,65.19,48.33,25.86
1949,Hombres,41,Sevilla,2016T1,2016,1,3,2016-03-25,65.53,48.61,25.81
1981,Hombres,42,Soria,2019T4,2019,4,12,2019-12-25,63.77,60.42,5.25
1982,Hombres,42,Soria,2019T3,2019,3,9,2019-09-25,65.52,61.6,5.99
1983,Hombres,42,Soria,2019T2,2019,2,6,2019-06-25,62.38,58.74,5.84
1984,Hombres,42,Soria,2019T1,2019,1,3,2019-03-25,60.66,57.59,5.07
1985,Hombres,42,Soria,2018T4,2018,4,12,2018-12-25,62.18,59.8,3.83
1986,Hombres,42,Soria,2018T3,2018,3,9,2018-09-25,62.19,58.11,6.56
1987,Hombres,42,Soria,2018T2,2018,2,6,2018-06-25,63.67,59.44,6.65
1988,Hombres,42,Soria,2018T1,2018,1,3,2018-03-25,63.3,55.91,11.67
1989,Hombres,42,Soria,2017T4,2017,4,12,2017-12-25,66.43,60.71,8.62
1990,Hombres,42,Soria,2017T3,2017,3,9,2017-09-25,65.63,60.56,7.72
1991,Hombres,42,Soria,2017T2,2017,2,6,2017-06-25,64.92,57.17,11.94
1992,Hombres,42,Soria,2017T1,2017,1,3,2017-03-25,63.7,57.32,10.01
1993,Hombres,42,Soria,2016T4,2016,4,12,2016-12-25,63.46,56.86,10.39
1994,Hombres,42,Soria,2016T3,2016,3,9,2016-09-25,63.77,58.26,8.64
1995,Hombres,42,Soria,2016T2,2016,2,6,2016-06-25,62.36,55.15,11.55
1996,Hombres,42,Soria,2016T1,2016,1,3,2016-03-25,60.5,52.0,14.04
2028,Hombres,43,Tarragona,2019T4,2019,4,12,2019-12-25,64.38,56.44,12.32
2029,Hombres,43,Tarragona,2019T3,2019,3,9,2019-09-25,65.31,57.21,12.4
2030,Hombres,43,Tarragona,2019T2,2019,2,6,2019-06-25,65.51,56.84,13.22
2031,Hombres,43,Tarragona,2019T1,2019,1,3,2019-03-25,63.97,55.3,13.56
2032,Hombres,43,Tarragona,2018T4,2018,4,12,2018-12-25,65.2,56.44,13.44
2033,Hombres,43,Tarragona,2018T3,2018,3,9,2018-09-25,66.9,58.07,13.2
2034,Hombres,43,Tarragona,2018T2,2018,2,6,2018-06-25,66.19,57.11,13.71
2035,Hombres,43,Tarragona,2018T1,2018,1,3,2018-03-25,65.66,55.97,14.75
2036,Hombres,43,Tarragona,2017T4,2017,4,12,2017-12-25,65.09,55.99,13.98
2037,Hombres,43,Tarragona,2017T3,2017,3,9,2017-09-25,65.14,56.73,12.92
2038,Hombres,43,Tarragona,2017T2,2017,2,6,2017-06-25,66.57,56.55,15.05
2039,Hombres,43,Tarragona,2017T1,2017,1,3,2017-03-25,64.32,52.05,19.07
2040,Hombres,43,Tarragona,2016T4,2016,4,12,2016-12-25,64.7,54.04,16.48
2041,Hombres,43,Tarragona,2016T3,2016,3,9,2016-09-25,66.67,54.71,17.94
2042,Hombres,43,Tarragona,2016T2,2016,2,6,2016-06-25,66.29,54.99,17.04
2043,Hombres,43,Tarragona,2016T1,2016,1,3,2016-03-25,67.23,54.03,19.64
2075,Hombres,44,Teruel,2019T4,2019,4,12,2019-12-25,63.61,58.39,8.2
2076,Hombres,44,Teruel,2019T3,2019,3,9,2019-09-25,61.8,58.17,5.88
2077,Hombres,44,Teruel,2019T2,2019,2,6,2019-06-25,62.03,57.26,7.68
2078,Hombres,44,Teruel,2019T1,2019,1,3,2019-03-25,62.69,55.48,11.49
2079,Hombres,44,Teruel,2018T4,2018,4,12,2018-12-25,63.54,57.71,9.18
2080,Hombres,44,Teruel,2018T3,2018,3,9,2018-09-25,63.34,59.21,6.52
2081,Hombres,44,Teruel,2018T2,2018,2,6,2018-06-25,62.85,57.88,7.91
2082,Hombres,44,Teruel,2018T1,2018,1,3,2018-03-25,61.58,56.66,7.99
2083,Hombres,44,Teruel,2017T4,2017,4,12,2017-12-25,61.42,55.76,9.22
2084,Hombres,44,Teruel,2017T3,2017,3,9,2017-09-25,63.77,58.62,8.06
2085,Hombres,44,Teruel,2017T2,2017,2,6,2017-06-25,60.84,55.53,8.74
2086,Hombres,44,Teruel,2017T1,2017,1,3,2017-03-25,60.6,54.6,9.91
2087,Hombres,44,Teruel,2016T4,2016,4,12,2016-12-25,62.39,56.88,8.84
2088,Hombres,44,Teruel,2016T3,2016,3,9,2016-09-25,62.25,57.2,8.12
2089,Hombres,44,Teruel,2016T2,2016,2,6,2016-06-25,60.65,53.73,11.41
2090,Hombres,44,Teruel,2016T1,2016,1,3,2016-03-25,62.08,55.14,11.18
2122,Hombres,45,Toledo,2019T4,2019,4,12,2019-12-25,66.83,58.37,12.66
2123,Hombres,45,Toledo,2019T3,2019,3,9,2019-09-25,66.49,57.84,13.01
2124,Hombres,45,Toledo,2019T2,2019,2,6,2019-06-25,65.75,57.05,13.23
2125,Hombres,45,Toledo,2019T1,2019,1,3,2019-03-25,65.9,58.12,11.81
2126,Hombres,45,Toledo,2018T4,2018,4,12,2018-12-25,66.15,58.28,11.9
2127,Hombres,45,Toledo,2018T3,2018,3,9,2018-09-25,67.11,58.69,12.56
2128,Hombres,45,Toledo,2018T2,2018,2,6,2018-06-25,66.97,58.14,13.17
2129,Hombres,45,Toledo,2018T1,2018,1,3,2018-03-25,67.03,56.66,15.47
2130,Hombres,45,Toledo,2017T4,2017,4,12,2017-12-25,69.13,58.8,14.95
2131,Hombres,45,Toledo,2017T3,2017,3,9,2017-09-25,67.61,58.1,14.07
2132,Hombres,45,Toledo,2017T2,2017,2,6,2017-06-25,67.98,56.07,17.52
2133,Hombres,45,Toledo,2017T1,2017,1,3,2017-03-25,68.94,56.65,17.84
2134,Hombres,45,Toledo,2016T4,2016,4,12,2016-12-25,68.53,55.68,18.74
2135,Hombres,45,Toledo,2016T3,2016,3,9,2016-09-25,67.84,54.12,20.22
2136,Hombres,45,Toledo,2016T2,2016,2,6,2016-06-25,67.15,53.12,20.9
2137,Hombres,45,Toledo,2016T1,2016,1,3,2016-03-25,68.44,52.4,23.44
2169,Hombres,46,Valencia,2019T4,2019,4,12,2019-12-25,64.32,57.27,10.96
2170,Hombres,46,Valencia,2019T3,2019,3,9,2019-09-25,65.18,56.82,12.83
2171,Hombres,46,Valencia,2019T2,2019,2,6,2019-06-25,65.17,57.33,12.03
2172,Hombres,46,Valencia,2019T1,2019,1,3,2019-03-25,64.74,57.82,10.69
2173,Hombres,46,Valencia,2018T4,2018,4,12,2018-12-25,65.68,58.68,10.66
2174,Hombres,46,Valencia,2018T3,2018,3,9,2018-09-25,66.2,57.37,13.34
2175,Hombres,46,Valencia,2018T2,2018,2,6,2018-06-25,66.8,57.67,13.68
2176,Hombres,46,Valencia,2018T1,2018,1,3,2018-03-25,65.33,55.33,15.31
2177,Hombres,46,Valencia,2017T4,2017,4,12,2017-12-25,66.52,57.06,14.22
2178,Hombres,46,Valencia,2017T3,2017,3,9,2017-09-25,67.71,55.52,18.01
2179,Hombres,46,Valencia,2017T2,2017,2,6,2017-06-25,65.78,54.67,16.89
2180,Hombres,46,Valencia,2017T1,2017,1,3,2017-03-25,65.88,53.78,18.38
2181,Hombres,46,Valencia,2016T4,2016,4,12,2016-12-25,65.94,54.04,18.05
2182,Hombres,46,Valencia,2016T3,2016,3,9,2016-09-25,65.55,52.77,19.5
2183,Hombres,46,Valencia,2016T2,2016,2,6,2016-06-25,64.94,52.93,18.49
2184,Hombres,46,Valencia,2016T1,2016,1,3,2016-03-25,66.74,53.1,20.43
2216,Hombres,47,Valladolid,2019T4,2019,4,12,2019-12-25,63.62,59.02,7.23
2217,Hombres,47,Valladolid,2019T3,2019,3,9,2019-09-25,64.39,57.77,10.29
2218,Hombres,47,Valladolid,2019T2,2019,2,6,2019-06-25,63.98,57.27,10.49
2219,Hombres,47,Valladolid,2019T1,2019,1,3,2019-03-25,62.51,55.84,10.67
2220,Hombres,47,Valladolid,2018T4,2018,4,12,2018-12-25,63.12,57.45,8.99
2221,Hombres,47,Valladolid,2018T3,2018,3,9,2018-09-25,63.09,57.29,9.2
2222,Hombres,47,Valladolid,2018T2,2018,2,6,2018-06-25,61.6,54.99,10.73
2223,Hombres,47,Valladolid,2018T1,2018,1,3,2018-03-25,60.68,54.48,10.22
2224,Hombres,47,Valladolid,2017T4,2017,4,12,2017-12-25,60.45,52.55,13.07
2225,Hombres,47,Valladolid,2017T3,2017,3,9,2017-09-25,62.37,55.06,11.72
2226,Hombres,47,Valladolid,2017T2,2017,2,6,2017-06-25,62.81,54.92,12.57
2227,Hombres,47,Valladolid,2017T1,2017,1,3,2017-03-25,62.07,53.61,13.64
2228,Hombres,47,Valladolid,2016T4,2016,4,12,2016-12-25,62.7,53.89,14.06
2229,Hombres,47,Valladolid,2016T3,2016,3,9,2016-09-25,62.51,55.2,11.7
2230,Hombres,47,Valladolid,2016T2,2016,2,6,2016-06-25,63.76,55.66,12.71
2231,Hombres,47,Valladolid,2016T1,2016,1,3,2016-03-25,63.72,53.52,16.01
2263,Hombres,49,Zamora,2019T4,2019,4,12,2019-12-25,55.28,48.19,12.83
2264,Hombres,49,Zamora,2019T3,2019,3,9,2019-09-25,55.03,49.18,10.64
2265,Hombres,49,Zamora,2019T2,2019,2,6,2019-06-25,55.27,48.84,11.64
2266,Hombres,49,Zamora,2019T1,2019,1,3,2019-03-25,54.36,47.13,13.31
2267,Hombres,49,Zamora,2018T4,2018,4,12,2018-12-25,58.01,50.89,12.28
2268,Hombres,49,Zamora,2018T3,2018,3,9,2018-09-25,59.68,52.77,11.58
2269,Hombres,49,Zamora,2018T2,2018,2,6,2018-06-25,59.23,50.93,14.02
2270,Hombres,49,Zamora,2018T1,2018,1,3,2018-03-25,58.4,47.32,18.98
2271,Hombres,49,Zamora,2017T4,2017,4,12,2017-12-25,60.45,52.64,12.92
2272,Hombres,49,Zamora,2017T3,2017,3,9,2017-09-25,60.05,54.19,9.75
2273,Hombres,49,Zamora,2017T2,2017,2,6,2017-06-25,59.41,51.97,12.51
2274,Hombres,49,Zamora,2017T1,2017,1,3,2017-03-25,57.52,47.9,16.74
2275,Hombres,49,Zamora,2016T4,2016,4,12,2016-12-25,57.24,50.79,11.25
2276,Hombres,49,Zamora,2016T3,2016,3,9,2016-09-25,57.0,49.95,12.38
2277,Hombres,49,Zamora,2016T2,2016,2,6,2016-06-25,56.06,47.14,15.91
2278,Hombres,49,Zamora,2016T1,2016,1,3,2016-03-25,55.42,45.7,17.54
2310,Hombres,50,Zaragoza,2019T4,2019,4,12,2019-12-25,65.25,59.64,8.6
2311,Hombres,50,Zaragoza,2019T3,2019,3,9,2019-09-25,66.69,60.33,9.54
2312,Hombres,50,Zaragoza,2019T2,2019,2,6,2019-06-25,65.5,59.94,8.48
2313,Hombres,50,Zaragoza,2019T1,2019,1,3,2019-03-25,65.51,59.65,8.94
2314,Hombres,50,Zaragoza,2018T4,2018,4,12,2018-12-25,65.51,58.91,10.08
2315,Hombres,50,Zaragoza,2018T3,2018,3,9,2018-09-25,64.6,59.09,8.53
2316,Hombres,50,Zaragoza,2018T2,2018,2,6,2018-06-25,64.92,58.71,9.56
2317,Hombres,50,Zaragoza,2018T1,2018,1,3,2018-03-25,64.71,57.24,11.55
2318,Hombres,50,Zaragoza,2017T4,2017,4,12,2017-12-25,64.76,58.6,9.51
2319,Hombres,50,Zaragoza,2017T3,2017,3,9,2017-09-25,64.91,59.31,8.64
2320,Hombres,50,Zaragoza,2017T2,2017,2,6,2017-06-25,65.8,60.43,8.15
2321,Hombres,50,Zaragoza,2017T1,2017,1,3,2017-03-25,65.58,58.32,11.07
2322,Hombres,50,Zaragoza,2016T4,2016,4,12,2016-12-25,66.51,58.62,11.86
2323,Hombres,50,Zaragoza,2016T3,2016,3,9,2016-09-25,66.54,57.65,13.36
2324,Hombres,50,Zaragoza,2016T2,2016,2,6,2016-06-25,66.1,57.39,13.19
2325,Hombres,50,Zaragoza,2016T1,2016,1,3,2016-03-25,66.03,57.85,12.39
2357,Hombres,51,Ceuta,2019T4,2019,4,12,2019-12-25,68.39,51.11,25.26
2358,Hombres,51,Ceuta,2019T3,2019,3,9,2019-09-25,67.58,49.98,26.05
2359,Hombres,51,Ceuta,2019T2,2019,2,6,2019-06-25,68.21,52.72,22.71
2360,Hombres,51,Ceuta,2019T1,2019,1,3,2019-03-25,65.13,53.48,17.89
2361,Hombres,51,Ceuta,2018T4,2018,4,12,2018-12-25,63.87,51.75,18.97
2362,Hombres,51,Ceuta,2018T3,2018,3,9,2018-09-25,64.47,49.65,22.99
2363,Hombres,51,Ceuta,2018T2,2018,2,6,2018-06-25,69.22,52.38,24.33
2364,Hombres,51,Ceuta,2018T1,2018,1,3,2018-03-25,65.36,48.96,25.09
2365,Hombres,51,Ceuta,2017T4,2017,4,12,2017-12-25,64.7,51.67,20.13
2366,Hombres,51,Ceuta,2017T3,2017,3,9,2017-09-25,62.25,53.31,14.37
2367,Hombres,51,Ceuta,2017T2,2017,2,6,2017-06-25,62.29,54.17,13.03
2368,Hombres,51,Ceuta,2017T1,2017,1,3,2017-03-25,66.43,52.76,20.59
2369,Hombres,51,Ceuta,2016T4,2016,4,12,2016-12-25,63.71,51.65,18.93
2370,Hombres,51,Ceuta,2016T3,2016,3,9,2016-09-25,65.51,53.78,17.91
2371,Hombres,51,Ceuta,2016T2,2016,2,6,2016-06-25,70.83,54.73,22.73
2372,Hombres,51,Ceuta,2016T1,2016,1,3,2016-03-25,67.71,53.63,20.8
2404,Hombres,52,Melilla,2019T4,2019,4,12,2019-12-25,63.6,50.04,21.31
2405,Hombres,52,Melilla,2019T3,2019,3,9,2019-09-25,63.84,49.52,22.43
2406,Hombres,52,Melilla,2019T2,2019,2,6,2019-06-25,69.61,53.87,22.6
2407,Hombres,52,Melilla,2019T1,2019,1,3,2019-03-25,71.38,54.99,22.96
2408,Hombres,52,Melilla,2018T4,2018,4,12,2018-12-25,69.46,55.01,20.81
2409,Hombres,52,Melilla,2018T3,2018,3,9,2018-09-25,72.81,59.61,18.12
2410,Hombres,52,Melilla,2018T2,2018,2,6,2018-06-25,70.88,53.82,24.07
2411,Hombres,52,Melilla,2018T1,2018,1,3,2018-03-25,69.33,53.16,23.31
2412,Hombres,52,Melilla,2017T4,2017,4,12,2017-12-25,70.49,56.07,20.46
2413,Hombres,52,Melilla,2017T3,2017,3,9,2017-09-25,70.05,56.69,19.08
2414,Hombres,52,Melilla,2017T2,2017,2,6,2017-06-25,71.52,55.23,22.79
2415,Hombres,52,Melilla,2017T1,2017,1,3,2017-03-25,68.44,54.49,20.38
2416,Hombres,52,Melilla,2016T4,2016,4,12,2016-12-25,71.09,55.58,21.81
2417,Hombres,52,Melilla,2016T3,2016,3,9,2016-09-25,72.15,54.61,24.31
2418,Hombres,52,Melilla,2016T2,2016,2,6,2016-06-25,72.19,50.54,29.99
2419,Hombres,52,Melilla,2016T1,2016,1,3,2016-03-25,69.24,49.6,28.37
2451,Mujeres,02,Albacete,2019T4,2019,4,12,2019-12-25,50.12,39.81,20.56
2452,Mujeres,02,Albacete,2019T3,2019,3,9,2019-09-25,49.14,37.82,23.05
2453,Mujeres,02,Albacete,2019T2,2019,2,6,2019-06-25,46.36,35.48,23.47
2454,Mujeres,02,Albacete,2019T1,2019,1,3,2019-03-25,48.95,37.86,22.66
2455,Mujeres,02,Albacete,2018T4,2018,4,12,2018-12-25,50.96,39.67,22.16
2456,Mujeres,02,Albacete,2018T3,2018,3,9,2018-09-25,50.42,41.32,18.05
2457,Mujeres,02,Albacete,2018T2,2018,2,6,2018-06-25,53.48,39.72,25.73
2458,Mujeres,02,Albacete,2018T1,2018,1,3,2018-03-25,52.45,36.31,30.79
2459,Mujeres,02,Albacete,2017T4,2017,4,12,2017-12-25,53.89,40.75,24.38
2460,Mujeres,02,Albacete,2017T3,2017,3,9,2017-09-25,51.83,38.58,25.58
2461,Mujeres,02,Albacete,2017T2,2017,2,6,2017-06-25,51.83,36.74,29.12
2462,Mujeres,02,Albacete,2017T1,2017,1,3,2017-03-25,52.66,36.51,30.66
2463,Mujeres,02,Albacete,2016T4,2016,4,12,2016-12-25,51.25,37.47,26.9
2464,Mujeres,02,Albacete,2016T3,2016,3,9,2016-09-25,50.26,37.91,24.58
2465,Mujeres,02,Albacete,2016T2,2016,2,6,2016-06-25,52.19,37.94,27.3
2466,Mujeres,02,Albacete,2016T1,2016,1,3,2016-03-25,52.55,37.98,27.72
2498,Mujeres,03,Alicante,2019T4,2019,4,12,2019-12-25,53.45,43.59,18.45
2499,Mujeres,03,Alicante,2019T3,2019,3,9,2019-09-25,52.69,43.49,17.46
2500,Mujeres,03,Alicante,2019T2,2019,2,6,2019-06-25,52.72,43.47,17.55
2501,Mujeres,03,Alicante,2019T1,2019,1,3,2019-03-25,49.45,40.57,17.96
2502,Mujeres,03,Alicante,2018T4,2018,4,12,2018-12-25,50.52,42.45,15.98
2503,Mujeres,03,Alicante,2018T3,2018,3,9,2018-09-25,52.09,43.87,15.78
2504,Mujeres,03,Alicante,2018T2,2018,2,6,2018-06-25,51.08,42.98,15.86
2505,Mujeres,03,Alicante,2018T1,2018,1,3,2018-03-25,51.76,41.8,19.26
2506,Mujeres,03,Alicante,2017T4,2017,4,12,2017-12-25,53.82,43.26,19.62
2507,Mujeres,03,Alicante,2017T3,2017,3,9,2017-09-25,52.73,43.64,17.23
2508,Mujeres,03,Alicante,2017T2,2017,2,6,2017-06-25,52.51,41.12,21.69
2509,Mujeres,03,Alicante,2017T1,2017,1,3,2017-03-25,53.22,42.57,20.01
2510,Mujeres,03,Alicante,2016T4,2016,4,12,2016-12-25,53.73,43.64,18.77
2511,Mujeres,03,Alicante,2016T3,2016,3,9,2016-09-25,54.01,43.02,20.35
2512,Mujeres,03,Alicante,2016T2,2016,2,6,2016-06-25,54.79,40.93,25.3
2513,Mujeres,03,Alicante,2016T1,2016,1,3,2016-03-25,52.28,38.71,25.96
2545,Mujeres,04,Almería,2019T4,2019,4,12,2019-12-25,54.12,41.73,22.89
2546,Mujeres,04,Almería,2019T3,2019,3,9,2019-09-25,51.07,38.11,25.36
2547,Mujeres,04,Almería,2019T2,2019,2,6,2019-06-25,50.63,42.09,16.86
2548,Mujeres,04,Almería,2019T1,2019,1,3,2019-03-25,53.49,43.76,18.2
2549,Mujeres,04,Almería,2018T4,2018,4,12,2018-12-25,51.76,41.78,19.28
2550,Mujeres,04,Almería,2018T3,2018,3,9,2018-09-25,50.72,35.43,30.14
2551,Mujeres,04,Almería,2018T2,2018,2,6,2018-06-25,49.63,36.97,25.51
2552,Mujeres,04,Almería,2018T1,2018,1,3,2018-03-25,53.65,40.46,24.58
2553,Mujeres,04,Almería,2017T4,2017,4,12,2017-12-25,53.33,37.47,29.75
2554,Mujeres,04,Almería,2017T3,2017,3,9,2017-09-25,52.82,33.81,35.99
2555,Mujeres,04,Almería,2017T2,2017,2,6,2017-06-25,52.59,39.85,24.22
2556,Mujeres,04,Almería,2017T1,2017,1,3,2017-03-25,52.98,41.69,21.3
2557,Mujeres,04,Almería,2016T4,2016,4,12,2016-12-25,54.25,40.59,25.17
2558,Mujeres,04,Almería,2016T3,2016,3,9,2016-09-25,53.54,39.29,26.61
2559,Mujeres,04,Almería,2016T2,2016,2,6,2016-06-25,51.7,40.45,21.76
2560,Mujeres,04,Almería,2016T1,2016,1,3,2016-03-25,52.45,39.32,25.03
2592,Mujeres,01,Álava,2019T4,2019,4,12,2019-12-25,52.62,48.17,8.45
2593,Mujeres,01,Álava,2019T3,2019,3,9,2019-09-25,53.46,47.5,11.16
2594,Mujeres,01,Álava,2019T2,2019,2,6,2019-06-25,55.08,50.85,7.68
2595,Mujeres,01,Álava,2019T1,2019,1,3,2019-03-25,55.78,50.99,8.59
2596,Mujeres,01,Álava,2018T4,2018,4,12,2018-12-25,52.43,48.27,7.93
2597,Mujeres,01,Álava,2018T3,2018,3,9,2018-09-25,51.63,47.28,8.44
2598,Mujeres,01,Álava,2018T2,2018,2,6,2018-06-25,52.92,46.71,11.74
2599,Mujeres,01,Álava,2018T1,2018,1,3,2018-03-25,52.39,45.52,13.12
2600,Mujeres,01,Álava,2017T4,2017,4,12,2017-12-25,52.66,47.24,10.29
2601,Mujeres,01,Álava,2017T3,2017,3,9,2017-09-25,51.63,44.5,13.81
2602,Mujeres,01,Álava,2017T2,2017,2,6,2017-06-25,54.13,45.45,16.03
2603,Mujeres,01,Álava,2017T1,2017,1,3,2017-03-25,52.34,45.06,13.9
2604,Mujeres,01,Álava,2016T4,2016,4,12,2016-12-25,54.76,47.46,13.32
2605,Mujeres,01,Álava,2016T3,2016,3,9,2016-09-25,53.45,46.58,12.86
2606,Mujeres,01,Álava,2016T2,2016,2,6,2016-06-25,53.67,46.21,13.89
2607,Mujeres,01,Álava,2016T1,2016,1,3,2016-03-25,55.29,49.49,10.49
2639,Mujeres,33,Asturias,2019T4,2019,4,12,2019-12-25,46.98,40.59,13.59
2640,Mujeres,33,Asturias,2019T3,2019,3,9,2019-09-25,46.69,39.82,14.71
2641,Mujeres,33,Asturias,2019T2,2019,2,6,2019-06-25,46.89,39.35,16.07
2642,Mujeres,33,Asturias,2019T1,2019,1,3,2019-03-25,47.08,39.48,16.15
2643,Mujeres,33,Asturias,2018T4,2018,4,12,2018-12-25,46.77,40.11,14.23
2644,Mujeres,33,Asturias,2018T3,2018,3,9,2018-09-25,46.64,40.16,13.9
2645,Mujeres,33,Asturias,2018T2,2018,2,6,2018-06-25,46.99,39.71,15.51
2646,Mujeres,33,Asturias,2018T1,2018,1,3,2018-03-25,47.29,39.71,16.04
